Age,Experience,Income,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard,Personal Loan
29,3,190,2,4.5,1,0,0,0,1,0,0
44,20,71,4,2,3,0,0,0,0,1,0
48,23,114,2,3.8,3,0,1,0,0,0,0
31,5,129,3,5.9,3,319,1,1,0,1,1
59,33,93,2,0.7,2,0,0,0,0,0,0
44,19,99,3,3.5,3,357,0,0,0,0,1
50,26,19,1,0.9,3,0,0,0,0,0,0
42,17,59,4,0.4,1,0,0,0,1,0,0
29,3,49,1,1.5,1,0,0,0,0,0,0
55,31,12,2,0.2,1,76,0,0,1,1,0
56,30,73,2,1.1,1,0,0,0,0,0,0
36,12,142,3,2.3,2,0,0,1,1,1,1
33,7,100,1,2.7,2,126,0,0,1,0,0
61,35,59,4,1.7,2,0,0,0,1,1,0
63,38,63,2,1.5,1,0,0,0,1,0,0
35,9,40,3,0.9,1,0,0,0,1,1,0
58,34,149,4,7.2,2,0,0,1,1,1,1
64,40,63,4,1.2,2,0,1,0,0,1,0
64,40,181,2,2.3,2,0,0,1,1,1,1
33,7,90,3,1.6,1,0,0,0,1,0,0
62,36,148,3,7,2,0,0,0,1,0,1
33,6,54,2,1.67,2,122,0,0,1,0,0
56,30,113,2,2.7,1,352,0,0,0,1,0
45,21,134,4,5.5,2,0,0,1,1,1,1
50,24,152,1,7.3,1,0,0,0,1,0,0
26,0,71,4,1.8,2,0,1,0,1,0,0
40,16,32,1,1.4,3,158,0,0,1,0,0
52,28,54,4,0.1,3,0,0,0,0,1,0
62,37,32,3,0.2,1,0,1,0,0,1,0
41,15,49,3,0.9,3,0,0,1,1,1,0
31,5,39,4,2.2,2,0,0,0,1,1,0
47,22,122,1,5.1,3,163,1,0,0,0,1
30,6,179,3,4.9,1,142,0,0,1,0,1
41,17,78,4,0.8,1,78,0,0,1,0,0
50,25,130,1,0.6,1,311,0,0,0,0,0
50,24,11,4,0.6,3,0,0,0,0,1,0
62,37,39,2,2.8,1,113,0,1,1,1,0
58,33,23,3,1.3,2,131,0,0,0,0,0
25,-1,113,4,2.3,3,0,0,0,0,1,0
37,11,71,2,1.8,1,127,1,0,0,0,0
39,15,175,2,8,1,0,0,0,1,0,0
26,1,184,2,4.2,3,577,0,1,1,1,1
64,39,38,1,1.1,3,108,0,0,0,0,0
54,29,48,4,1.8,3,0,0,0,1,0,0
38,13,65,3,0.5,3,0,0,0,1,0,0
54,24,72,3,1.4,3,0,0,0,0,1,0
48,24,148,2,3.3,1,0,0,1,1,1,0
36,12,40,2,0.6,3,0,0,0,1,1,0
43,18,65,2,2.2,3,0,0,0,1,0,0
30,5,171,2,1.9,2,0,0,0,0,0,1
55,30,28,1,1.5,2,0,0,0,0,0,0
25,0,14,2,0.9,3,0,0,0,0,1,0
27,1,134,1,1.7,2,307,0,0,1,0,1
52,26,78,3,3,2,0,0,0,0,0,0
50,24,150,1,7.3,1,0,0,0,1,1,0
35,10,29,4,1.1,3,0,0,0,1,0,0
62,37,90,3,0.5,1,0,0,0,1,0,0
39,13,75,3,2.1,1,224,0,0,1,0,0
34,10,114,3,3.3,3,0,0,0,0,0,1
54,29,72,2,3.7,1,144,0,0,1,0,0
52,26,62,4,2.8,2,0,0,0,1,0,0
60,34,83,2,1.4,1,75,1,0,1,0,0
54,28,30,4,0.7,2,0,0,0,1,0,0
25,-1,48,3,0.3,3,0,0,0,0,1,0
41,16,82,1,4,3,0,0,0,1,0,0
39,14,89,2,0.4,1,0,0,0,1,0,0
42,17,79,1,3.7,3,0,1,0,0,1,0
32,5,41,2,1,2,112,1,0,1,0,0
59,35,68,1,1.8,3,95,0,0,0,0,0
39,13,80,2,1.8,1,0,0,0,1,0,0
57,33,182,2,3.3,3,372,0,0,0,0,1
33,9,139,1,4.3,1,0,0,0,0,0,0
49,23,82,2,2.4,2,0,0,0,0,0,0
58,32,40,1,1.6,1,0,1,1,1,1,0
30,6,139,1,4.3,1,0,0,0,1,0,0
45,19,30,3,0.5,2,0,0,0,1,1,0
50,23,18,1,0.5,2,0,0,0,1,1,0
57,32,34,2,2,2,0,1,0,0,0,0
34,9,198,2,3,1,422,0,0,1,0,0
63,37,40,2,1,3,167,0,0,0,0,0
36,10,73,2,2.8,1,0,0,0,1,1,0
45,20,29,4,1.9,3,0,0,0,0,0,0
56,32,28,1,1.2,3,0,0,0,1,0,0
56,32,22,1,1.2,3,0,0,0,1,1,0
37,11,21,3,0.2,2,0,0,0,1,0,0
51,27,39,2,0.8,1,0,0,0,0,0,0
28,3,84,4,0.2,1,0,0,0,1,1,0
46,22,84,4,2,3,0,0,0,1,0,0
57,33,149,1,4.7,1,0,1,0,0,0,0
63,39,50,1,0,2,166,0,0,0,0,0
48,23,21,1,0.1,1,0,0,0,0,0,0
38,12,141,2,0,1,0,0,0,1,1,0
35,11,188,1,0.9,3,282,0,0,1,0,1
40,15,161,2,3.3,1,0,1,0,0,1,0
56,31,81,2,0,3,225,0,0,0,0,0
54,28,94,2,1.1,1,188,0,0,0,0,0
28,2,114,4,2.1,3,0,0,0,1,0,0
44,20,132,3,2.6,1,308,0,0,0,0,1
46,21,85,1,0.2,2,0,1,1,1,1,0
54,27,195,2,4.75,2,477,0,0,0,0,1
47,20,81,1,2.67,2,0,0,0,1,0,0
64,39,75,4,0.1,2,0,0,1,1,1,0
49,23,65,2,0.4,3,232,0,0,0,1,0
52,26,78,3,3,2,0,0,0,0,1,0
49,25,43,1,1.6,2,0,0,0,1,1,0
32,8,29,1,0.2,3,76,0,0,1,1,0
32,7,52,2,0.1,1,0,0,0,1,0,0
34,9,89,1,0,1,0,0,0,1,0,0
51,25,190,2,4.2,2,0,0,0,1,0,1
28,3,65,3,2.6,3,0,1,0,0,0,0
24,-2,150,2,2,1,0,0,0,1,0,0
64,39,64,3,2.2,1,0,0,0,1,0,0
47,23,33,1,1,1,0,0,0,1,1,0
58,33,15,4,0.9,2,0,0,0,0,0,0
51,25,93,1,0.3,1,0,0,0,1,0,0
36,12,92,2,0,1,184,0,0,0,0,0
30,4,18,4,0.3,2,0,0,0,1,1,0
67,42,75,4,0.1,2,182,0,0,1,0,0
60,35,125,2,3.9,1,0,0,0,0,0,0
54,24,63,3,1.4,3,138,0,0,1,1,0
39,14,24,2,0.3,2,0,0,0,0,0,0
43,19,70,3,2.33,1,0,0,0,1,0,0
59,35,85,1,3.4,3,0,0,1,0,1,1
42,17,85,1,3.7,3,0,0,0,1,0,0
56,32,64,4,1.5,1,0,0,0,1,0,0
39,14,42,1,2.5,3,0,0,0,1,0,0
43,19,73,3,2.33,1,0,1,1,1,1,0
56,32,15,1,0.1,2,0,0,0,1,0,0
42,18,110,2,6.1,1,182,0,0,1,0,0
58,28,81,1,3,3,0,0,0,1,0,0
37,11,34,3,0.9,1,0,0,0,1,0,0
30,6,64,4,3.4,1,117,0,0,0,0,0
56,31,192,1,7,3,0,0,1,1,0,1
42,12,39,3,2,3,0,1,1,1,1,0
44,18,90,4,2.6,3,0,0,0,1,0,0
38,13,78,4,0.7,3,0,0,0,1,0,0
59,33,91,4,1.9,2,329,0,0,0,0,0
64,40,131,1,3.8,1,0,0,0,0,0,0
44,18,43,2,0.7,1,163,1,0,0,0,0
49,23,32,4,1.8,1,83,0,0,0,0,0
42,17,113,3,1,1,0,1,0,1,0,0
33,9,14,4,0.7,2,105,0,0,1,0,0
57,32,33,2,2,2,0,0,0,1,0,0
58,32,163,2,0.5,1,400,0,0,0,0,0
28,2,51,4,1.8,2,0,1,0,0,0,0
30,6,181,1,4.3,1,230,0,0,1,0,0
67,43,41,2,1.1,1,0,0,0,0,0,0
65,41,84,2,0,3,0,0,0,1,1,0
64,39,98,3,1.8,2,80,0,0,1,0,0
50,24,103,1,0.3,1,0,0,0,1,0,0
49,25,44,4,0.9,2,194,0,0,1,0,0
47,23,19,1,1,1,0,0,0,0,1,0
65,39,150,2,6.9,1,196,0,0,0,0,0
58,34,19,1,1.2,3,0,0,0,0,0,0
59,33,38,1,1.4,1,0,0,0,1,1,0
57,32,135,3,4.8,2,0,1,1,1,0,1
36,10,55,1,2,1,95,0,0,1,0,0
52,26,28,2,0.7,2,90,0,0,1,1,0
67,41,112,1,2,1,0,1,0,0,0,0
48,22,162,3,1.4,1,400,0,0,0,0,1
53,27,44,4,1.5,3,0,0,0,0,0,0
53,23,8,4,0.4,3,0,1,0,1,0,0
46,19,82,3,2.67,2,0,0,0,0,0,0
51,24,84,3,2,2,0,0,0,0,0,0
35,11,34,1,1.5,2,0,0,0,0,0,0
39,15,72,4,2.4,1,0,1,0,1,0,0
51,25,113,2,6.3,1,0,0,0,0,0,0
43,19,125,3,2.4,1,0,0,0,1,0,1
45,20,94,3,0.5,3,0,0,0,1,0,0
36,12,18,1,0.5,3,0,0,0,0,1,0
55,31,9,4,0.7,1,89,0,0,1,0,0
24,-2,80,2,1.6,3,0,0,0,1,0,0
30,4,18,4,0.3,2,84,0,0,1,0,0
43,19,28,4,0.3,1,87,0,0,0,0,0
50,25,160,4,4.3,3,410,0,0,0,0,1
30,5,38,4,2,2,0,1,0,0,0,0
61,37,62,1,0,2,244,0,0,1,0,0
35,10,78,1,2.6,2,0,0,0,0,0,0
30,6,41,1,2.4,2,0,0,0,1,0,0
41,16,30,2,1.4,2,0,0,0,0,1,0
32,7,42,4,0.8,1,0,0,0,1,1,0
41,16,49,3,0.5,3,0,0,0,1,0,0
27,1,138,2,2,1,0,0,0,1,0,0
50,25,40,1,1.3,2,0,0,0,1,1,0
41,17,44,1,0.3,3,0,0,0,1,0,0
31,7,25,2,1,2,0,1,1,1,1,0
39,14,22,2,0.3,2,0,0,0,1,0,0
60,34,53,1,0.8,2,0,1,0,0,1,0
65,40,63,3,0.5,2,0,0,0,1,0,0
28,2,53,3,2.4,2,0,0,0,1,0,0
63,37,149,2,0.2,3,364,0,0,1,0,1
57,32,23,1,0.3,3,0,0,0,1,1,0
40,14,70,3,2.1,1,185,0,0,0,0,0
49,25,149,2,0.4,1,0,0,0,1,0,0
48,23,79,1,0.2,2,0,0,0,0,0,0
33,7,31,4,1,1,0,0,0,1,1,0
59,34,13,4,0.9,2,0,0,0,0,0,0
53,27,72,2,1.5,2,0,0,0,1,0,0
47,21,20,1,0.2,1,0,0,0,1,1,0
62,37,21,4,0.4,2,137,0,0,1,1,0
60,34,78,3,4.4,1,0,1,0,0,0,0
41,16,155,1,7,1,0,0,0,0,0,0
24,0,59,4,1.6,1,0,0,0,0,0,0
50,25,58,1,1.3,2,0,0,0,1,0,0
30,6,191,2,4.4,2,0,0,0,1,0,1
67,41,18,2,0.4,1,0,0,0,1,0,0
50,25,29,2,1.3,1,0,0,0,0,0,0
56,32,90,2,0.3,1,0,0,0,1,1,0
45,21,132,3,1.2,2,0,0,1,1,1,1
26,0,150,2,7.2,1,0,0,0,0,1,0
41,15,95,3,0.1,1,240,1,0,0,0,0
27,3,201,1,6.33,1,158,0,0,1,0,0
25,1,113,3,2.5,1,0,0,0,0,1,0
41,17,140,1,3.5,1,342,0,0,0,0,0
57,32,21,4,0.9,2,113,1,0,0,0,0
40,14,69,1,1.5,3,0,0,0,0,0,0
66,41,11,3,0.1,3,0,1,0,0,1,0
47,21,68,4,2.6,3,0,0,0,0,0,0
53,28,85,1,1.2,1,0,0,0,0,0,0
41,15,88,1,2.8,3,0,1,0,0,0,0
59,33,102,2,1.4,1,0,0,0,1,0,0
35,9,82,3,0.9,2,0,0,0,1,0,0
27,1,83,2,0.2,1,0,0,0,0,1,0
58,33,60,2,1.9,2,94,1,0,1,0,0
51,26,21,4,0.8,1,0,0,0,1,0,0
44,18,71,2,0.8,3,0,0,0,1,0,0
31,5,18,2,0.3,1,124,0,0,1,1,0
37,13,70,2,2.7,1,0,0,0,0,0,0
29,5,33,1,1.8,2,78,0,0,1,0,0
50,26,115,1,1.2,3,0,0,0,0,1,1
49,23,81,2,0.8,3,0,0,0,0,0,0
52,26,45,3,0.6,2,0,0,0,0,0,0
50,26,48,4,0.1,3,0,0,0,0,1,0
50,25,42,3,1.7,2,0,0,0,1,0,0
38,13,63,3,0.5,3,190,1,1,1,1,0
45,19,23,2,0.1,3,91,0,1,1,1,0
63,37,110,1,4.1,3,0,0,0,0,0,1
35,11,41,3,2,1,0,0,0,1,0,0
30,6,42,1,0.2,3,100,0,0,0,1,0
44,20,111,2,5.3,2,0,0,0,1,0,1
34,10,71,4,0.1,2,0,0,0,0,0,0
34,8,8,3,0.1,2,83,0,0,1,0,0
32,7,84,3,0.6,2,0,0,0,1,1,0
29,5,31,4,0.4,2,161,0,0,1,1,0
36,6,25,1,0.67,3,0,0,0,1,0,0
58,32,65,3,2.2,3,0,0,0,1,0,0
60,35,38,3,0.5,2,0,0,0,1,1,0
50,24,45,4,0.1,1,93,0,0,1,0,0
44,20,71,4,1.9,1,207,0,0,1,0,0
60,35,44,2,1.6,3,170,0,0,1,0,0
53,29,50,4,0.1,3,152,0,0,1,0,0
57,31,51,1,1.4,1,0,0,0,1,1,0
26,1,74,4,2.2,1,0,0,0,1,0,0
30,4,15,4,0.4,1,85,0,0,1,0,0
64,38,32,3,0.7,2,0,0,0,1,1,0
32,6,50,4,2.1,3,0,1,1,1,1,0
26,0,14,4,0.4,1,94,0,0,1,0,0
42,16,20,2,0.8,3,117,0,0,1,1,0
52,27,81,4,3.8,2,0,0,0,0,0,0
37,11,35,2,0.8,3,125,0,0,0,0,0
50,25,35,3,1.7,2,0,0,0,1,1,0
28,4,29,3,0.1,2,0,0,0,1,0,0
63,39,131,3,2.6,3,229,0,0,1,0,1
37,12,193,1,8.6,1,0,0,0,0,0,0
32,8,140,4,6.6,3,0,0,1,0,1,1
61,36,40,3,0.5,2,0,1,0,1,0,0
53,27,63,2,0.8,3,0,1,0,1,0,0
51,25,21,2,0.4,3,76,1,0,1,0,0
30,4,154,2,4.5,1,207,0,0,1,0,0
29,2,30,4,1.5,2,112,0,0,0,1,0
38,14,20,4,0.4,2,79,0,0,1,1,0
38,14,112,2,2.2,1,394,0,0,0,0,0
31,7,105,1,4,1,331,0,0,1,0,0
56,31,64,4,0.9,1,0,0,0,1,0,0
57,33,30,3,1.5,1,151,1,0,1,0,0
53,27,31,3,0.9,3,78,0,0,1,0,0
57,31,120,2,2,1,0,0,0,0,1,0
41,17,83,4,2.67,1,0,0,0,1,1,0
49,24,35,4,0.2,2,0,0,0,0,1,0
47,23,149,4,6.1,1,0,0,0,0,1,1
30,4,44,1,1.5,1,109,0,0,0,0,0
58,34,149,2,6,1,0,0,0,1,1,0
36,10,80,4,2.2,2,0,0,0,1,0,0
36,12,123,2,5.6,2,0,0,1,1,1,1
41,15,80,1,5.2,1,0,0,0,0,0,0
35,8,41,2,1,2,0,0,0,1,1,0
61,36,55,3,0.9,3,197,0,0,0,0,0
40,14,81,3,0.1,1,0,0,0,1,0,0
39,14,18,4,0.2,3,0,1,0,0,0,0
52,26,44,2,0.8,3,148,0,0,0,1,0
42,17,93,4,1.9,3,0,0,0,0,0,0
53,27,31,2,0.4,3,104,0,0,0,1,0
40,14,42,2,0.3,1,187,0,0,1,0,0
43,17,69,4,2.9,1,0,0,0,1,1,0
39,15,65,1,1.5,3,0,0,0,0,0,0
31,5,23,1,0.4,2,0,0,0,1,1,0
44,17,128,2,3.25,2,0,0,0,0,1,1
41,17,14,1,1,1,0,0,0,0,0,0
43,19,161,2,7.6,1,464,0,0,1,0,0
29,5,31,1,1.8,2,0,0,0,1,1,0
62,37,129,1,1.3,1,0,0,0,1,0,0
54,28,155,1,1,1,256,0,0,1,1,0
52,26,70,2,1.1,1,0,1,0,1,0,0
64,40,95,2,0,3,0,0,0,1,1,0
62,37,53,2,2.8,1,0,0,0,1,0,0
52,27,43,1,1.3,2,0,1,0,1,0,0
26,1,85,1,1.9,1,0,0,0,1,0,0
56,26,70,3,1.4,3,273,0,0,1,1,0
46,22,118,1,4.7,1,159,0,0,0,1,0
44,19,48,3,0.8,3,0,0,0,0,1,0
45,18,81,3,2.67,2,251,0,0,1,1,0
43,18,98,2,0.4,1,0,0,0,1,0,0
58,32,73,2,0.7,2,0,0,0,1,1,0
41,15,53,1,0.7,3,0,0,0,1,0,0
30,6,49,3,0.7,2,196,0,0,0,1,0
61,37,23,3,0.4,2,0,0,0,0,0,0
27,1,141,4,5.1,3,354,0,0,0,0,1
47,21,141,1,2.4,1,0,0,0,0,0,0
58,33,98,1,2.6,1,0,0,0,0,0,0
29,4,59,4,2.2,1,232,0,0,1,1,0
43,18,59,3,0.8,3,91,0,0,1,0,0
62,36,158,2,6.3,3,0,0,0,1,0,1
41,16,70,3,0.5,3,0,0,0,0,1,0
59,33,64,3,0.3,2,0,0,0,0,0,0
43,18,53,3,0.8,3,154,0,0,0,0,0
64,40,18,2,0.3,3,0,1,1,1,1,0
59,35,32,3,0.4,2,0,0,0,0,1,0
35,9,188,2,3.7,2,259,0,0,1,0,1
56,30,38,1,0.2,1,0,0,0,0,0,0
33,8,182,1,8.6,1,0,0,0,0,0,0
43,17,41,3,2.2,2,0,0,0,1,0,0
45,19,25,2,0.1,3,102,0,0,1,0,0
25,0,72,3,2.6,3,0,0,0,1,0,0
38,12,64,2,1.8,1,0,0,0,0,0,0
56,30,64,3,0.3,2,0,0,0,0,1,0
34,8,41,4,0.8,1,0,0,0,0,0,0
29,5,138,2,4.33,1,0,0,0,1,0,0
64,39,114,1,0.8,3,0,0,0,1,0,0
24,-2,80,2,1.6,3,238,0,0,0,0,0
25,1,28,1,1,3,0,0,0,1,0,0
39,13,58,3,2.1,1,247,0,0,1,0,0
38,8,21,1,0.67,3,0,0,0,1,0,0
59,35,84,1,1.8,3,0,0,0,1,0,0
45,20,94,3,0.5,3,0,0,0,0,0,0
63,37,84,4,1.9,2,0,0,0,1,0,0
40,15,81,2,0.4,1,0,0,0,1,0,0
62,37,18,3,1.3,2,0,0,0,1,0,0
59,33,64,4,1.7,2,0,0,0,0,1,0
40,16,138,1,3.5,1,0,0,0,1,0,0
52,28,55,1,1.6,3,0,0,0,0,0,0
60,35,119,2,3.9,1,0,1,0,1,0,0
29,5,45,3,0.1,2,0,0,0,1,0,0
31,5,115,2,1.5,3,189,0,0,1,0,0
39,15,168,2,8,1,152,1,0,0,0,0
62,36,58,1,2.8,2,0,0,0,0,1,0
30,6,44,1,0.2,3,0,0,0,0,1,0
40,14,164,1,4.3,2,0,0,0,0,0,1
45,19,31,3,0.5,2,0,0,0,1,1,0
58,32,62,3,2.2,3,217,0,1,1,1,0
52,27,85,3,3.4,3,0,0,0,0,0,1
32,8,25,3,0.9,3,0,0,0,1,1,0
44,18,72,1,0.7,3,155,0,0,0,0,0
60,35,29,3,1.3,2,0,0,0,0,0,0
36,11,64,4,2.1,3,0,0,0,0,0,0
55,29,55,1,0.2,1,151,0,0,1,0,0
28,2,149,2,7.2,1,0,0,0,1,0,0
51,25,29,1,1.4,3,102,0,0,0,1,0
51,27,22,4,0.5,2,0,0,0,1,1,0
33,7,73,1,2.5,1,135,0,0,0,0,0
45,21,29,1,0.3,3,105,0,0,1,1,0
58,34,58,4,2.3,3,169,0,0,1,0,0
30,5,85,4,1.8,3,0,0,0,1,0,0
59,33,99,2,2.7,1,0,0,0,0,0,0
53,23,58,4,2,3,0,0,0,1,1,0
59,34,145,4,1.8,1,198,0,0,1,0,1
45,19,19,3,0.5,2,0,0,0,1,0,0
42,18,164,1,1.3,3,0,1,1,1,1,1
36,10,65,4,2.2,2,0,0,0,0,0,0
32,7,42,3,2.3,1,0,0,0,1,0,0
57,32,64,3,1.6,3,0,0,0,1,0,0
49,25,30,4,0.6,1,0,0,0,0,0,0
46,21,99,2,3.8,3,194,0,0,1,0,0
52,28,149,2,0.4,1,0,0,0,0,0,0
59,32,40,4,2.5,2,0,0,0,1,0,0
65,41,91,2,0,3,146,0,0,0,0,0
50,25,15,1,0.4,3,0,0,0,0,0,0
42,15,14,3,1,2,0,1,0,0,0,0
27,3,94,2,0.2,1,310,0,0,0,1,0
46,21,64,1,2.9,1,0,0,0,1,1,0
42,17,28,1,0.6,3,0,0,0,0,1,0
47,22,78,1,0.2,2,0,0,0,1,0,0
38,13,129,3,4.1,3,0,0,1,1,1,1
38,14,104,2,1.8,2,79,0,0,0,0,0
32,8,42,1,1.8,2,0,0,0,0,0,0
51,25,80,1,4.9,1,0,0,0,0,0,0
51,25,65,3,0.7,2,0,0,0,0,0,0
59,33,72,2,0.7,2,226,0,0,0,0,0
62,38,91,1,3.8,1,0,1,0,1,0,0
48,22,40,3,2.2,2,87,0,0,1,0,0
51,25,175,3,0.7,1,312,0,0,0,0,1
43,18,179,3,1.2,1,0,1,1,1,0,1
43,19,34,3,0.6,2,0,0,0,0,0,0
28,4,69,3,0.7,2,80,0,0,1,0,0
27,1,130,3,2.9,2,0,0,0,0,0,1
60,33,55,4,2.5,2,0,0,0,1,0,0
34,9,180,2,6.5,3,0,0,1,1,0,1
43,19,118,2,3.3,1,0,0,0,0,1,0
40,16,104,1,3.4,1,249,0,0,0,0,0
40,16,35,1,1.4,3,0,0,0,1,1,0
62,37,19,4,0.4,2,124,1,0,0,0,0
63,37,139,2,6.9,1,0,0,0,0,0,0
50,26,21,4,1,1,0,0,0,1,0,0
29,4,80,1,0.8,2,0,0,0,1,1,0
48,22,79,3,0.7,2,0,0,0,1,0,0
60,35,8,1,0.1,1,0,0,0,1,0,0
54,30,44,3,1.5,1,117,0,0,1,0,0
55,29,79,4,4.9,1,0,0,0,0,0,0
62,36,44,2,0.3,1,0,0,0,0,0,0
48,22,71,1,1.4,3,0,0,0,0,1,0
49,25,25,4,1,1,0,0,0,1,1,0
41,17,99,2,1.8,2,0,0,0,1,1,0
62,36,63,1,2.5,3,0,0,0,0,0,0
55,29,79,3,0.8,1,0,0,0,1,0,0
52,26,19,1,1.4,3,96,0,0,1,0,0
50,24,83,2,0.4,3,0,0,0,1,0,0
60,34,101,3,4.4,1,0,0,0,1,1,0
36,6,69,4,4,3,0,0,0,1,0,0
45,20,62,2,2.2,3,0,0,0,1,0,0
45,19,85,2,1.7,2,0,0,0,1,0,0
48,24,48,2,2.1,3,0,0,0,1,0,0
62,37,98,1,0.9,1,151,0,0,1,0,0
44,19,85,4,1.9,3,0,0,0,1,1,0
34,8,52,4,2.2,2,0,0,0,0,0,0
44,18,55,1,0.2,1,0,0,0,0,0,0
59,34,60,2,2.8,1,0,0,0,1,0,0
61,31,130,2,2.6,3,0,0,0,0,0,1
47,22,30,4,0.4,2,115,0,0,1,1,0
40,14,123,1,5.2,1,0,0,0,1,0,0
33,7,39,4,0.8,1,0,0,0,1,1,0
56,30,45,4,0.7,2,0,0,0,0,1,0
52,26,158,2,3.7,3,251,0,0,0,1,1
27,2,109,4,1.8,3,0,0,0,0,0,0
34,9,104,3,1.2,3,0,0,0,1,0,0
29,3,92,2,1.3,1,287,0,0,1,0,0
53,28,38,1,1.3,2,0,0,0,1,0,0
28,3,170,1,0.1,3,0,0,0,0,0,1
30,6,141,2,4.33,1,0,0,0,1,0,0
45,19,38,2,0.7,1,0,0,0,0,0,0
59,33,81,2,1.4,1,0,0,0,1,0,0
58,33,24,2,0.5,2,0,0,0,1,0,0
37,12,128,2,3.9,1,0,0,0,1,1,0
55,25,95,2,4.5,3,275,0,0,0,0,0
34,10,42,1,1.5,2,131,0,0,0,0,0
40,16,140,3,5.6,1,0,0,0,0,0,1
56,30,44,4,2.5,1,0,0,0,0,1,0
32,8,43,1,2.1,3,0,0,0,0,1,0
28,2,93,2,0.2,1,0,0,0,0,0,0
54,24,29,3,1,3,148,0,0,0,1,0
56,32,85,3,2.67,1,0,1,0,1,0,0
50,25,18,2,0,1,0,0,0,0,1,0
60,36,141,2,2.1,1,0,0,0,1,1,0
55,30,55,4,0.9,1,215,0,0,1,1,0
44,20,105,1,4.7,1,0,0,0,0,1,0
25,0,53,2,1.6,3,0,0,0,1,1,0
35,10,48,1,2.5,3,164,0,0,1,0,0
32,8,65,1,1.2,1,268,0,0,1,0,0
48,24,29,1,1,1,0,0,0,0,0,0
29,5,83,3,1.5,1,0,0,0,1,1,0
63,39,33,3,0.1,3,0,0,0,0,1,0
52,28,51,1,1.6,3,0,1,0,0,1,0
52,27,39,2,0.7,2,166,0,0,1,0,0
47,21,90,2,0.8,3,0,0,0,0,0,0
27,3,98,2,2.5,1,361,1,1,1,1,0
65,40,162,1,1.3,1,0,0,0,1,0,0
58,34,19,4,0.7,1,0,0,0,0,0,0
30,5,85,2,2.5,1,293,1,1,1,1,0
35,11,93,2,2.7,1,0,0,0,1,1,0
39,14,54,2,1.1,2,159,0,0,0,1,0
59,35,94,1,4.3,1,76,1,1,1,0,0
38,11,29,4,1,2,0,0,0,1,0,0
39,15,55,1,1.5,3,0,0,0,1,0,0
64,38,21,1,0.8,2,76,0,0,0,1,0
39,14,115,1,1,3,0,0,0,1,0,0
34,9,60,3,2.3,1,0,0,0,0,0,0
65,39,53,1,2.5,3,0,0,0,1,0,0
29,3,45,4,0.2,1,158,0,0,1,1,0
60,34,65,4,1.7,2,0,1,0,1,0,0
32,7,41,4,2,2,0,0,0,0,0,0
51,27,20,4,0.5,2,0,0,0,1,0,0
43,17,51,1,0.7,3,0,0,0,0,0,0
55,29,19,4,0.7,3,121,1,0,0,1,0
27,2,44,4,0.6,2,0,1,1,1,0,0
31,5,21,3,1,1,0,0,0,1,0,0
48,21,23,3,0.67,2,95,0,0,0,0,0
37,11,60,3,0.5,3,0,0,0,1,0,0
33,9,74,3,2.6,2,0,0,0,1,0,0
33,9,60,1,1.2,1,0,0,0,1,1,0
28,2,182,3,7.2,2,442,0,1,1,1,1
57,32,55,4,2.1,1,108,0,0,1,0,0
32,7,35,3,1.3,1,116,0,0,0,1,0
62,38,78,1,1.8,3,0,0,0,0,0,0
38,14,44,2,1.7,1,0,0,0,0,0,0
55,29,79,2,1.1,1,0,1,0,1,0,0
34,9,62,3,2.3,1,0,0,0,0,0,0
49,23,39,4,2.6,1,0,0,0,0,0,0
40,16,89,3,3.9,2,216,1,1,1,0,1
32,7,61,3,2.3,1,205,0,0,1,1,0
49,23,115,3,4.6,3,0,0,0,0,0,1
47,22,33,1,1.4,3,0,0,0,1,0,0
59,33,23,2,0.2,3,0,0,0,1,0,0
54,30,69,1,1.6,3,0,0,0,1,1,0
42,18,22,1,1.4,3,0,0,0,1,0,0
47,20,25,3,0.67,2,0,0,0,1,1,0
53,28,175,3,3.6,3,0,0,1,1,1,1
58,32,42,3,1.4,3,158,0,0,0,1,0
55,29,62,1,0.2,1,0,0,0,1,0,0
29,3,52,3,1.1,2,0,0,0,1,0,0
25,1,121,1,5.4,1,158,0,0,1,0,0
56,30,44,4,0.7,2,174,0,0,1,0,0
53,28,31,4,0.1,3,0,0,0,1,0,0
37,12,52,2,1.1,2,0,0,0,1,0,0
33,8,62,3,2.3,1,98,0,0,0,1,0
50,25,14,1,0.4,3,0,0,0,1,1,0
42,18,153,3,5.6,1,416,0,0,0,0,1
35,9,84,4,2.2,2,0,0,0,1,0,0
51,27,12,2,0.2,1,0,0,0,0,0,0
30,5,112,4,5,2,0,0,0,0,1,1
40,14,42,2,0.3,1,106,0,0,0,1,0
29,5,30,3,1,2,0,0,0,0,0,0
45,21,32,4,0.6,1,77,0,0,0,1,0
60,36,32,3,0.4,2,165,0,0,1,0,0
45,21,40,3,0.6,2,0,0,0,1,1,0
38,14,70,4,2,3,0,0,0,1,0,0
37,11,71,1,2.5,1,185,0,0,1,1,0
54,28,89,1,1.9,2,0,0,0,1,1,0
33,9,42,1,2.1,3,0,0,0,1,0,0
38,11,69,3,2.33,2,0,0,0,0,0,0
51,25,148,1,1,1,0,0,0,0,0,0
63,37,140,2,6.9,1,97,0,0,0,1,0
29,4,150,1,0.8,1,0,0,0,0,1,0
